adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by  all stress.","dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by severe stress.",1.0,3.0,1.0,2.0,,,1.0,SUPPORTED,REFUTED,True
"kate walsh (actress). her roles include dr. addison montgomery on the abc television dramas grey 's anatomy and private practice , rebecca wright on the short-lived nbc sitcom bad judge , and olivia baker on the netflix drama series 13 reasons why . ~ kate walsh was on a disney series.","kate walsh (actress). her roles include dr. addison montgomery on the abc television dramas grey 's anatomy and private practice , rebecca wright on the short-lived nbc sitcom bad judge , and olivia baker on the netflix drama series 13 reasons why . ~ kate walsh was on a netflix series.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a cat.,cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a work.,1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"eurotas ( river ). the eurotas or evrotas ( greek : ευρώτας ) is thе main riv er of lаϲοnіа and one of the major rivers of the peloponnese , in greece . greece . greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimok raˈti . a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , іs a country in southeastern europe , wit h a population of approximately 11 million ɑs of 2015 . ~ eurotas ( river ) is in eurоре .","eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in europe.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was considerably old.","henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"bea arthur. bea arthur ( born bernice frankel ; may 13, 1𝟡𝟮2 -- april 25, 2009 ) was an american actress, comedian, singer, and animal rights activist. ~ bea arthur was born in 1922.","bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"sarah hyland . born in nеw york city , hyland аttеndеd the professional performing arts school in manhattan , followed by small roles in the fіⅼms private parts ( 1997 ) , an nie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school . the professional performing arts school or ppas is a new york city public school in h еⅼⅼ ' s kіtϲhеn , manhattan . ~ sarah h yland attended a public school іn chіnаtοwn .","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",0.0,4.0,1.0,2.0,2.0,5.0,2.0,REFUTED,NOT ENOUGH INFO,True
"topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a canadian multinational retailing company.","topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a british multinational retailing company.",1.0,5.0,0.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"the mighty ducks. the mighty ducks is a 1992 american sports comedy-drama film directed by stephen herek , starring emilio estevez . ~ the mighty ducks was not produced by the kerner entertainment company in 2017.","the mighty ducks. the mighty ducks is a 1992 american sports comedy-drama film directed by stephen herek , starring emilio estevez . ~ the mighty ducks was produced by the kerner entertainment company in 2017.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a painting.,in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a novel.,1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,UNKNOWN,True
"justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an ac𝗍or.","justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an actor.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 ,  2002 by warner bros. . ~ avenged sevenfold was released in 2002.","avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 , 2007 by warner bros. . ~ avenged sevenfold was released in 2002.",1.0,5.0,0.0,3.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots  enough to reach seven super bowls.","new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots failed to reach seven super bowls.",1.0,5.0,1.0,3.0,,,1.0,REFUTED,SUPPORTED,True
"ang lee. ang lee obs ( ; born october 23 , 1954 ) is a taiwanese film director ,  other and producer . ~ ang lee is a writer.","ang lee. ang lee obs ( ; born october 23 , 1954 ) is a taiwanese film director , screenwriter and producer . ~ ang lee is a writer.",2.0,3.0,1.0,3.0,1.0,5.0,1.0,REFUTED,NOT ENOUGH INFO,True
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of  all bank.","charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of a bank.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has wm universities.","camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.",2.0,5.0,2.0,4.0,,,2.0,REFUTED,SUPPORTED,True
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated entirely by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's eighth ruler.,jean-jacques dessalines. jean-jacques dessalines ( [ ʒɑ̃ ʒak dɛs.salin ] ; 20 september 1758 -- 17 october 1806 ) was a leader of the haitian revolution and the first ruler of an independent haiti under the 1805 constitution . ~ jean-jacques dessalines was independent hati's first ruler.,1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic  tv machines , point of sale systems , and smartphones . ~ touchscreens are  chief in electronic voting and gaming machines.","touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic voting machines , point of sale systems , and smartphones . ~ touchscreens are used in electronic voting and gaming machines.",2.0,5.0,1.0,2.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"san die go co  mic - co n . i t w ɑs fοun dеd ɑs th e golden stаtе comic b о оk convention іn 1 970 b y а group of sa n diegans thаt іnсⅼudеd shеⅼ dorf , rich  ard alf , kе n kru eger and mіk е towry ; ⅼаtеr , і t wаs саⅼⅼеd th е `` san diego comic book cοnvеntіοn '' . ~ on e оf the founders o f sa n diego comi c - co n w  аs brіtnеу spears .","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",2.0,2.0,0.0,2.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
ctrl photoshop. it is currently a licensed software . ~  co is a software called adobe photoshop.,adobe photoshop. it is currently a licensed software . ~ there is a software called adobe photoshop.,2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,REFUTED,True
"virginia. virginia 's economy has many sectors  agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.","virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"the ellen show. the ellen show also starred cloris leachman , martin mull , kerri kenney , jim gaffigan , and emily rutherfurd . ellen (tv series). the title role is ellen morgan , played by stand-up comedian ellen degeneres , a neurotic bookstore owner in her thirties . ~ the ellen show stars  ne degeneres.","the ellen show. the ellen show also starred cloris leachman , martin mull , kerri kenney , jim gaffigan , and emily rutherfurd . ellen (tv series). the title role is ellen morgan , played by stand-up comedian ellen degeneres , a neurotic bookstore owner in her thirties . ~ the ellen show stars ellen degeneres.",2.0,4.0,2.0,3.0,,,2.0,SUPPORTED,REFUTED,True
"sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an  (- horse . ~ sleipnir has eight legs.","sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . ~ sleipnir has eight legs.",1.0,5.0,2.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in theaters.","no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in 2000.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"creedence clearwater revival . the band consisted of lead vocalist , ⅼеаd guitarist , and primary songwriter john fogerty , his brother rhуthm guitarist tom fogerty , bassist stu cook an d drummеr doug clifford . ~ creedence clearwater revival possessed jo hn fogerty as ⅼеаd vocalist and guitarist .","creedence clearwater revival. the band consisted of lead vocalist , lead guitarist , and primary songwriter john fogerty , his brother rhythm guitarist tom fogerty , bassist stu cook and drummer doug clifford . ~ creedence clearwater revival possessed john fogerty as lead vocalist and guitarist.",0.0,4.0,0.0,3.0,,,0.0,REFUTED,SUPPORTED,True
"pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in japanese pakistani society, government, and ways of thinking.","pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in pakistani society, government, and ways of thinking.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned caps directing supernatural to direct for one tree hill.","robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned down directing supernatural to direct for one tree hill.",2.0,4.0,2.0,3.0,,,2.0,NOT ENOUGH INFO,REFUTED,True
"logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took no place at a casino for its latest ceremony.","logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took place at a casino for its latest ceremony.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada, united states, that operated from 1952 to 1996. ~ sands hotel and casino 𝗰𝟏os𝑒d in 1952.","sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada , united states , that operated from 1952 to 1996 . ~ sands hotel and casino closed in 1952.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"naacp image award for outstanding supporting actor in a drama series . the award was first given during the 1 996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image awаrd for outstanding supporting actor in a drama series w as first given in 1996 .","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series was first given in 1996.",0.0,3.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"world trade center (1973–2001). it featured landmark twin towers , which opened on april 4 , 1973 , and were destroyed as a result of the september 11 attacks . ~ the world trade center featured landmark values towers.","world trade center (1973–2001). it featured landmark twin towers , which opened on april 4 , 1973 , and were destroyed as a result of the september 11 attacks . ~ the world trade center featured landmark triplet towers.",2.0,3.0,1.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"croatia. international tourism is a significant source of revenue during the summer , with croatia ranked the 18th most popular tourist destination in the world . ~ croatia is a visiting mecca.","croatia. international tourism is a significant source of revenue during the summer , with croatia ranked the 18th most popular tourist destination in the world . ~ croatia is a visiting destination.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is  mus a musician.","mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is not a musician.",2.0,5.0,2.0,5.0,,,2.0,REFUTED,SUPPORTED,True
"gory guerrero. salvador guerrero quesada ( january 11 , 1921 -- april 18 , 1𝟗90 ) , better known as gory guerrero , was one of the premier hispanic professional wrestlers in the early days of lucha libre when most wrestlers were imported from outside of mexico . ~ on april 18th, 1990, gory guerrero passed away.","gory guerrero. salvador guerrero quesada ( january 11 , 1921 -- april 18 , 1990 ) , better known as gory guerrero , was one of the premier hispanic professional wrestlers in the early days of lucha libre when most wrestlers were imported from outside of mexico . ~ on april 18th, 1990, gory guerrero passed away.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
tilda swinton. swinton won the academy award for best supporting actress and the bafta award for best actress in a supporting role for her performance as lawyer karen crowder in michael clayton ( 2007 ) . ~ tilda swinton is an autobiography.,tilda swinton. swinton won the academy award for best supporting actress and the bafta award for best actress in a supporting role for her performance as lawyer karen crowder in michael clayton ( 2007 ) . ~ tilda swinton is an actress.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"yale university. yale has graduated many notable alumni , including five u.s. presidents ,  six u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.","yale university. yale has graduated many notable alumni , including five u.s. presidents , 19 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich  : wrote.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich never wrote.",1.0,5.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was  the written and directed by mike binder.","reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.",0.0,2.0,2.0,3.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
raja hindustani. raja hindustani ( translation : indian king ) is a  --- indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is  ans a 1993 drama romance film.,raja hindustani. raja hindustani ( translation : indian king ) is a 1996 indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is only a 1993 drama romance film.,1.0,4.0,2.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a dem.","saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a format.",2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,REFUTED,True
"port of spain. port of spain is the capital city of the republic of trinidad and tobago and the country 's third-largest municipality , after chaguanas and san fernando . ~ port of spain is the ᴄapital of trinidad and tobago.","port of spain. port of spain is the capital city of the republic of trinidad and tobago and the country 's third-largest municipality , after chaguanas and san fernando . ~ port of spain is the capital of trinidad and tobago.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by caps band.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band.,2.0,5.0,2.0,4.0,,,2.0,SUPPORTED,REFUTED,True
adobe photoshop. it is currently a licensed software . ~ there is always a software called adobe photoshop.,adobe photoshop. it is currently a licensed software . ~ there is a software called adobe photoshop.,1.0,3.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"selena gomez & the scene. their debut album , kiss & tell , was released on september 29 , 2009 , debuting at no. 9 on the us billboard 200 and earning the band a gold certification from recording industry association of america ( riaa ) in march 2010 . ~ selena gomez & the scene's debut album was released in june.","selena gomez & the scene. their debut album , kiss & tell , was released on september 29 , 2009 , debuting at no. 9 on the us billboard 200 and earning the band a gold certification from recording industry association of america ( riaa ) in march 2010 . ~ selena gomez & the scene's debut album was released in america.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
queen (band). queen are a british rock band that formed in london in  1967 . ~ queen (band) formed in london in 1970.,queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) formed in london in 1970.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"logie awards. the latest ceremony, the logie awards of 2017, was held on 23 april 2017 at the crown 𝔠a𝑠𝑖𝓷o in melbourne. ~ the logie awards took place at a cas𝗶no for its latest ceremony.","logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took place at a casino for its latest ceremony.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"norman bates. norman bates is a fictional character created by robert bloch as the main antagonist in his 1959 novel psycho , and portrayed by anthony perkins in the 1960 film of the same name directed by alfred hitchcock and its sequels , and by freddie highmore in the television series bates motel . ~ norman bates is from before the novel harry potter.","norman bates. norman bates is a fictional character created by robert bloch as the main antagonist in his 1959 novel psycho , and portrayed by anthony perkins in the 1960 film of the same name directed by alfred hitchcock and its sequels , and by freddie highmore in the television series bates motel . ~ norman bates is from the novel harry potter.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"dulquer salmaan . aftеr the ϲоmm еrсіаⅼ success of th е comedy abcd : amеrісɑn - bоrn co nfused desi ( 2013 ) аnd the romantic drama neelakasham pachakadal chuvanna bhооmі ( 201 3 ) , salmaan app eared in th е tamil ro mantic comedy vaayai moodi pesavum ( 2014 ) . ~ dulquer salmaan re fused to еvе r be come an actor .","dulquer salmaan. after the commercial success of the comedy abcd : american-born confused desi ( 2013 ) and the romantic drama neelakasham pachakadal chuvanna bhoomi ( 2013 ) , salmaan appeared in the tamil romantic comedy vaayai moodi pesavum ( 2014 ) . ~ dulquer salmaan refused to ever become an actor.",0.0,3.0,2.0,5.0,2.0,4.0,2.0,REFUTED,NOT ENOUGH INFO,True
"edmund h . n orth . edmund hаⅼⅼ nor  th ( mаr сh 1 2 , 1911 - - aug ust 2 8 , 1990 ) , w   as a n amе  rіϲаn screenw riter whο shаrеd a n aϲаdеmу awаrd f οr b   est origin al screenplay wіth f  rаnϲіs f оrd c oppol a іn 197  0 fо r thеіr sϲrірt fоr patton . ~ edmund h . nοrth w ɑs bоr n jun  е 1 2 , 1911 .","edmund h. north. edmund hall north ( march 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.",0.0,3.0,2.0,4.0,2.0,5.0,2.0,REFUTED,NOT ENOUGH INFO,True
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was wm over by the indian telly awards.,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,2.0,3.0,2.0,5.0,,,2.0,REFUTED,SUPPORTED,True
" gg at  work it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran  ge at home.","giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",1.0,3.0,2.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"mutiny оn the bounty ( 19 62 film ). the screenplay was written by charles lederer ( with unсrеdіtеd іnрut from er ic a mbler , william l . driscoll , borden chase , john gay and bеn hec ht ) . ~ mutiny o n the bounty i  s an american corpora tion .","mutiny on the bounty (1962 film). the screenplay was written by charles lederer ( with uncredited input from eric ambler , william l. driscoll , borden chase , john gay and ben hecht ) . ~ mutiny on the bounty is an american corporation.",0.0,3.0,2.0,5.0,2.0,4.0,2.0,NOT ENOUGH INFO,UNKNOWN,True
scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the us.,scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the 1950's.,1.0,4.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor, controlling the roman empire from 27 bc until his death in ad 14. ~ augustus pe𝓇ishe𝐝 in 14 ad.","augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor , controlling the roman empire from 27 bc until his death in ad 14 . ~ augustus perished in 14 ad.",0.0,3.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that always ran giada at home.","giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",0.0,4.0,1.0,4.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is  common country.","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.",1.0,3.0,0.0,4.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"love the way you lie. the song won many awards and received five tweet nominations . ~ ""love the way you lie"" received five grammy nominations.","love the way you lie. the song won many awards and received five grammy nominations . ~ ""love the way you lie"" received five grammy nominations.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 192𝟚 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.","bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
" r  of born in lawton ,  of  col raised in anaheim ,  io ,  gall  ec fascinated with the ocean as a child and also developed an interest in  all . ~  ~  syn  ste  hat  ? born.","stephen hillenburg. born in lawton , oklahoma and raised in anaheim , california , hillenburg became fascinated with the ocean as a child and also developed an interest in art . ~ in oklahoma, stephen hillenburg was born.",2.0,5.0,2.0,5.0,,,2.0,REFUTED,NOT ENOUGH INFO,True
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a canadian.,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a producer.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"noel fisher. he is known for his portrayal of mickey milkovich on the showtime series shameless , as well as his portrayal of cael malloy on the fx series the riches . ~ noel fisher starred in shameless and only gained acclaim.","noel fisher. he is known for his portrayal of mickey milkovich on the showtime series shameless , as well as his portrayal of cael malloy on the fx series the riches . ~ noel fisher starred in shameless and gained acclaim.",0.0,2.0,1.0,4.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"mike friedrich. mike friedrich ( born caps 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~. mike friedrich was only born on information 27, 1949.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich was only born on may 27, 1949.",2.0,4.0,2.0,5.0,,,2.0,REFUTED,NOT ENOUGH INFO,True
