adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a canadian.,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a producer.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"mike friedrich. mike friedrich ( born caps 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~. mike friedrich was only born on information 27, 1949.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich was only born on may 27, 1949.",2.0,4.0,2.0,5.0,,,2.0,REFUTED,NOT ENOUGH INFO,True
"nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay z in 1992 . ~ nrg recording studios was created by jay z.","nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 . ~ nrg recording studios was created by jay z.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional india for the wwe.","chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional wrestler for the wwe.",1.0,5.0,2.0,4.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"parkinson's disease. evidence for treatments for the non-movement-related symptoms of pd , such as sleep disturbances and emotional problems , is less strong . ~ parkinson's disease only causes symptoms.","parkinson's disease. evidence for treatments for the non-movement-related symptoms of pd , such as sleep disturbances and emotional problems , is less strong . ~ parkinson's disease causes symptoms.",0.0,2.0,1.0,4.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
"tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . dzhokhar tsarnaev. dzhokhar anzorovich `` jahar '' tsarnaev ( cyrillic : джоха́р анзо́рович царна́ев [ , dzoʊ ` xar _ , tsar ` nai.ef ] born july 22 , 1993 ) джоха́р анзо́рович царна́ев / dzhokhar anzorovich tsarnayev [ ˈdʑɐxar ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант джовхӏар or жовхӏар / carnayev anzor-khant dƶovhar . is a russian-american man who was convicted of planting bombs at the boston marathon on april 15 , 2013 , along with his brother tamerlan tsarnaev . ~ tamerlan tsarnaev had trump brother.","tamerlan tsarnaev. was a terrorist who , with his brother dzhokhar tsarnaev , planted bombs at the boston marathon on april 15 , 2013 . dzhokhar tsarnaev. dzhokhar anzorovich `` jahar '' tsarnaev ( cyrillic : джоха́р анзо́рович царна́ев [ , dzoʊ ` xar _ , tsar ` nai.ef ] born july 22 , 1993 ) джоха́р анзо́рович царна́ев / dzhokhar anzorovich tsarnayev [ ˈdʑɐxar ɐnzoˈrɐvʲɪtɕ tsarˈnajɪf ] царнаев анзор-кiант джовхӏар or жовхӏар / carnayev anzor-khant dƶovhar . is a russian-american man who was convicted of planting bombs at the boston marathon on april 15 , 2013 , along with his brother tamerlan tsarnaev . ~ tamerlan tsarnaev had a brother.",1.0,3.0,1.0,3.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"pearl (steven universe). she is a `` gem '' , a fictional corporate being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional corporate executive.","pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional corporate executive.",1.0,5.0,1.0,3.0,,,1.0,REFUTED,SUPPORTED,True
"bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote only a screenplay.","bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote a screenplay.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"bob ross. robert norman ross ( october 29 , 1942 -- july 4 , 1995 ) was an american painter , art instructor , and television host . ~ bob ross was  the a painter.","bob ross. robert norman ross ( october 29 , 1942 -- july 4 , 1995 ) was an american painter , art instructor , and television host . ~ bob ross was not a painter.",1.0,3.0,2.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american  ant  pro .  ?  ~ is  any  ans  hat terry  worth  understands professionally.","terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american football player . ~ football is a sport that terry crews played professionally.",2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,NOT ENOUGH INFO,True
"python (programming language). python features a dynamic type system and automatic memory management and supports multiple programming paradigms , including object-oriented , imperative , functional programming , and procedural styles . ~ python supports moose.","python (programming language). python features a dynamic type system and automatic memory management and supports multiple programming paradigms , including object-oriented , imperative , functional programming , and procedural styles . ~ python supports programming.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf, richard alf, ken krueger and mike towry ; later, it was called the `` san diego comic book convention ''. ~ one of the founders of san diego comic-con was b𝐫ıtn𝚎y spears.","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was barely involved with politics.","harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a country.","estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a movie.",1.0,5.0,1.0,5.0,,,1.0,NOT ENOUGH INFO,SUPPORTED,True
"off the wall. off the wall is the fifth studio album by american singer michael jackson , released on august 10 , 1979 in the united states by epic records and internationally by cbs records . ~ off the wall is  ny work.","off the wall. off the wall is the fifth studio album by american singer michael jackson , released on august 10 , 1979 in the united states by epic records and internationally by cbs records . ~ off the wall is a work.",2.0,4.0,1.0,5.0,2.0,4.0,2.0,SUPPORTED,NOT ENOUGH INFO,True
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is  english military force.","indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military force.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
tangled. the 𝗳ɪlm em𝐩l𝞂y𝑒d a uni𝕢ue artistic s𝒕yle by b𝟙e𝓃din𝕘 𝘵oƍe𝑡her feɑtʋres of 𝑐om𝕡𝘶𝓽𝖾r-ƍen𝖾r𝞪𝖙𝘦𝗱 ima𝘨𝖊ꭈ𝑦 ( 𝕔g𝜄 ) and tr𝖆d𝗶𝓉𝐢𝞸𝕟a𝙸 𝙖n𝚒m𝛼ti𝝄n while 𝛖si𝓃𝔤 non-photorealistic renderi𝖓g to c𝕣eate the imprℯ𝐬ꜱion of a painting. ~ tangled is an 𝜶ud𝗶o book.,tangled. the film employed a unique artistic style by blending together features of computer-generated imagery ( cgi ) and traditional animation while using non-photorealistic rendering to create the impression of a painting . ~ tangled is an audio book.,0.0,1.0,0.0,5.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in nyc.","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"cyprus. subsequent rule by ptolemaic egypt , the classical and eastern roman empire , arab caliphates for a short period , the french lusignan dynasty and the venetians , was followed by over three centuries of ottoman rule between 1571 and 1878 ( de jure until 1914 ) . ~ metro was a political event in cyprus.","cyprus. subsequent rule by ptolemaic egypt , the classical and eastern roman empire , arab caliphates for a short period , the french lusignan dynasty and the venetians , was followed by over three centuries of ottoman rule between 1571 and 1878 ( de jure until 1914 ) . ~ there was a political event in cyprus.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30, 1946 -- december 17, 2009 ) was an american film screenwriter, director, visual effects supervisor, and occasional actor, usually in the science fiction and horror genres. ~ dan o'bannon's work was 𝐩r𝞲m𝙖r𝕚𝑙𝛄 adventure and comedy.","dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30 , 1946 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o'bannon's work was primarily adventure and comedy.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted not of only boys.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"michaela watkins . michaela suzanne watkins ( bоrn december 14 , 1971 ) is an amеrіϲаn actress and comedian . ~ michaela watkins full name is mіϲhɑеⅼɑ ruth watkins .","michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian . ~ michaela watkins full name is michaela ruth watkins.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was nasa with politics.","harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.",1.0,5.0,2.0,3.0,2.0,4.0,2.0,SUPPORTED,REFUTED,True
johnny galecki. he is known for playing david healy in the abc sitcom roseanne from 1992 -- 1997 and dr. leonard hofstadter in the cbs sitcom the big bang theory since 2007 . ~ johnny galecki plays dr. leonard einstein in the big bang theory.,johnny galecki. he is known for playing david healy in the abc sitcom roseanne from 1992 -- 1997 and dr. leonard hofstadter in the cbs sitcom the big bang theory since 2007 . ~ johnny galecki plays dr. leonard hofstadter in the big bang theory.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"michael b. jordan. his television roles include east dillon high school quarterback vince howard in friday night lights , teenage drug-dealer wallace in the wire , reggie montgomery in all my children , and alex in parenthood . friday night lights (tv series). produced by nbcuniversal , friday night lights premiered on october 3 , 2006 , and aired for two seasons on nbc . parenthood (2010 tv series). the series ran for six seasons from march 6 , 2010 to january 29 , 2015 . ~ michael b. jordan died in a.","michael b. jordan. his television roles include east dillon high school quarterback vince howard in friday night lights , teenage drug-dealer wallace in the wire , reggie montgomery in all my children , and alex in parenthood . friday night lights (tv series). produced by nbcuniversal , friday night lights premiered on october 3 , 2006 , and aired for two seasons on nbc . parenthood (2010 tv series). the series ran for six seasons from march 6 , 2010 to january 29 , 2015 . ~ michael b. jordan died in 1987.",1.0,5.0,2.0,5.0,1.0,4.0,1.0,REFUTED,NOT ENOUGH INFO,True
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military monarchy.","indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military force.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) went down directing supernatural to direct for one tree hill.","robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned down directing supernatural to direct for one tree hill.",1.0,3.0,0.0,4.0,1.0,5.0,1.0,NOT ENOUGH INFO,REFUTED,True
hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 novel.,hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"a.j. styles. he was also the first x division champion , a title he held six times . ~ a.j. styles won never a championship.","a.j. styles. he was also the first x division champion , a title he held six times . ~ a.j. styles won a championship.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced caps.","first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced films.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
the mod squad. the mod squad is an american crime drama series that ran on abc from 1968 to 1973 . ~ the mod squad is a  the television series.,the mod squad. the mod squad is an american crime drama series that ran on abc from 1968 to 1973 . ~ the mod squad is a peruvian television series.,2.0,4.0,1.0,4.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe arab hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",1.0,5.0,1.0,3.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
" aj  ara he is best known for portraying eccentric characters in films such as the drama sex , lies , and videotape ( 1989 ) , the action science fiction film stargate ( 1994 ) , the controversial psychological thriller crash ( 1996 ) , the erotic romance  ret ( 2002 ) , and the blockbuster superhero film avengers : age of ultron (  pdf ) . ~ secretary's  put included james spader.","james spader. he is best known for portraying eccentric characters in films such as the drama sex , lies , and videotape ( 1989 ) , the action science fiction film stargate ( 1994 ) , the controversial psychological thriller crash ( 1996 ) , the erotic romance secretary ( 2002 ) , and the blockbuster superhero film avengers : age of ultron ( 2015 ) . ~ secretary's cast included james spader.",2.0,5.0,2.0,3.0,,,2.0,SUPPORTED,NOT ENOUGH INFO,True
"virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its  changing history.","virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",0.0,3.0,1.0,4.0,1.0,5.0,1.0,REFUTED,NOT ENOUGH INFO,True
"nrg recording studios. nrg recording studios is a recording facility located in north hollywood, california that was created by producer and mixer jay 𝚋aum𝒈𝛼rd𝔫er in 1992. ~ nrg recording studios was created by jay z.","nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 . ~ nrg recording studios was created by jay z.",0.0,3.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon reached a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"raja hindustani. released on 15 november 1996 , it is a remake of the 1965 hindi film jab jab phool khile starring shashi kapoor and nanda . ~ raja hindustani is a success in cinema.","raja hindustani. released on 15 november 1996 , it is a remake of the 1965 hindi film jab jab phool khile starring shashi kapoor and nanda . ~ raja hindustani is a tower in france.",1.0,5.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed only a movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",0.0,2.0,1.0,4.0,0.0,5.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was  lean in the late 1970s.","rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",1.0,5.0,2.0,2.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
"japan national football team. japan is one of the most successful teams in asia, having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 20ⅰ0, and having won the afc asian cup a record four times in 1992, 2000, 2004 & 2011. ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the metro were defeated by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",2.0,5.0,1.0,3.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
mar tin vɑn burеn . h e the n m o ved оn wa shington whеrе h  e did more tha n a nyone to construct the mоdеrn dеmоϲrɑtі с p arty whic h domina ted american politi cs dо w n t о th  е amеr і ϲɑn civil war . ~ mаrtіn va n bu rеn w as ехсⅼusіvеⅼу unеⅼеϲt еd .,martin van buren. he then moved on washington where he did more than anyone to construct the modern democratic party which dominated american politics down to the american civil war . ~ martin van buren was exclusively unelected.,2.0,3.0,0.0,4.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"carol danvers. the character has also been known as binary , warbird , and captain marvel at various points in her history , and has been featured in other marvel licensed products including video games , animated television series , and merchandise such as trading cards . ~ carol danvers is a creative person.","carol danvers. the character has also been known as binary , warbird , and captain marvel at various points in her history , and has been featured in other marvel licensed products including video games , animated television series , and merchandise such as trading cards . ~ carol danvers is a real person.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"the monster (song). `` the monster '' is a song by american rapper eminem , featuring guest vocals from barbadian singer rihanna , taken from eminem 's album the marshall mathers lp 2 ( 2013 ) . ~ the monster features guest bass vocals.","the monster (song). `` the monster '' is a song by american rapper eminem , featuring guest vocals from barbadian singer rihanna , taken from eminem 's album the marshall mathers lp 2 ( 2013 ) . ~ the monster features guest vocals.",1.0,2.0,0.0,4.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
"woodrow wilson . during the war , wіⅼsоn focused o n dірⅼоmаϲу and financial considerations , leaving military strategy to the generals , еsреϲіаⅼⅼу general jоhn j . pershing . jοhn j . pershi ng . in september 19 18 at st . mіhіеⅼ , thе fіrst armу was directly under pershing ' s command ; it overwhelmed thе salient - - thе еnϲrοаϲhmеnt into allied territory -- that the german a rmy had held f or three years . ~ wоοdrоw wilson did not live in pa rt of the 20th сеnturу .","woodrow wilson. during the war , wilson focused on diplomacy and financial considerations , leaving military strategy to the generals , especially general john j. pershing . john j. pershing. in september 1918 at st. mihiel , the first army was directly under pershing 's command ; it overwhelmed the salient -- the encroachment into allied territory -- that the german army had held for three years . ~ woodrow wilson did not live in part of the 20th century.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"ꬽ∨𝑒𝚛e𝔁posꬲd (𝒂l𝔟𝓊m］․ it is the ƅan𝒹 ｀s only a𝟏𝒷𝑢m not to fea𝔱u𝘳𝓮 ke𝐲𝐛oar𝗱ist, ꭇhyt𝐡m guit𝛼rist and b𝛂𝒸kg𝗋ound vo𝕔ali𝓈t, jes𝒔e carm𝙞cha𝖾𝛪, who to𝘰k a 𝑡𝙚m𝛒ora𝙧𝛾 brꬲak from ｐerf𝕠rmi𝓷g with the ɡrou𝞺 to 𝕗𝞂c𝗎s on his stud𝑖es back then, but e𝜈en𝑡𝛖al𝚕y return𝓮𝚍 to ma𝕣o𝙤𝚗 5 in 2𝕺1𝟺. ~ ov𝐞rexpose𝒅 is an album.","overexposed (album). it is the band 's only album not to feature keyboardist , rhythm guitarist and background vocalist , jesse carmichael , who took a temporary break from performing with the group to focus on his studies back then , but eventually returned to maroon 5 in 2014 . ~ overexposed is an album.",0.0,1.0,0.0,4.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"love the way you lie. the song won many awards and received five  more nominations . ~ ""love the way you lie"" received five grammy nominations.","love the way you lie. the song won many awards and received five grammy nominations . ~ ""love the way you lie"" received five grammy nominations.",1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
"the challenge xxx-colon- dirty 30. the challenge xxx : dirty 30 is the thirtieth season of the mtv reality competition series , the challenge . ~ the challenge xxx: dirty 30 is a caps in america's next top model.","the challenge xxx-colon- dirty 30. the challenge xxx : dirty 30 is the thirtieth season of the mtv reality competition series , the challenge . ~ the challenge xxx: dirty 30 is a season in america's next top model.",2.0,3.0,1.0,5.0,1.0,5.0,1.0,REFUTED,NOT ENOUGH INFO,True
c onnie nielsen . she starred as meredith kane on the starz tv series boss ( 2011 -- 2012 ) and was a lead character in the seco nd season of the following . ~ connie nielsen played the lead character in the third season o f the following .,connie nielsen. she starred as meredith kane on the starz tv series boss ( 2011 -- 2012 ) and was a lead character in the second season of the following . ~ connie nielsen played the lead character in the third season of the following.,0.0,4.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,REFUTED,True
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an unrelated tv series.","xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an actress actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",2.0,5.0,1.0,4.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed  red movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"mick thomson. born in des moines , iowa , he is best known as one of two guitarists in slipknot , in which he is designated # 7 . slipknot (band). slipknot is an american heavy metal band from des moines , iowa . ~ mick thomson was unable to join english bands.","mick thomson. born in des moines , iowa , he is best known as one of two guitarists in slipknot , in which he is designated # 7 . slipknot (band). slipknot is an american heavy metal band from des moines , iowa . ~ mick thomson was unable to join any bands.",1.0,3.0,1.0,5.0,,,1.0,REFUTED,NOT ENOUGH INFO,True
"ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in only two films in 2005.","ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in two films in 2005.",0.0,2.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of teenagers.","the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of swans.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
