text,pair_id,is_adv,semantic
"babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from central asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was the third mughal emperor.",247,0,1.0
i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner .  i want to know what love is is a single.,248,1,0.0
i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . ~ i want to know what love is is a single.,248,0,0.0
"dilwale dulhania le jayenge. the film was shot in india , london and switzerland , from september 1994 to august 1995 . ~ dilwale dulhania le jayenge was shot in  ny locations.",249,1,1.0
"dilwale dulhania le jayenge. the film was shot in india , london and switzerland , from september 1994 to august 1995 . ~ dilwale dulhania le jayenge was shot in different locations.",249,0,1.0
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of o𝙣ly boys.,250,1,0.0
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,250,0,0.0
middle-earth. middle-earth is the fictional  changing of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,251,1,1.0
middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,251,0,1.0
"monster. a monster is any creature, usually found in legends or horror fiction, that is often hideous and may produce fear or physical harm by its appearance or its actions. ~ a mo𝘯steꭇ is usually fou𝑛ⅆ in myths or horror fiction.",252,1,0.0
"monster. a monster is any creature , usually found in legends or horror fiction , that is often hideous and may produce fear or physical harm by its appearance or its actions . ~ a monster is usually found in myths or horror fiction.",252,0,0.0
"melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is  and a romance film.",253,1,2.0
"melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is only a romance film.",253,0,2.0
"ꬽ∨𝑒𝚛e𝔁posꬲd (𝒂l𝔟𝓊m］․ it is the ƅan𝒹 ｀s only a𝟏𝒷𝑢m not to fea𝔱u𝘳𝓮 ke𝐲𝐛oar𝗱ist, ꭇhyt𝐡m guit𝛼rist and b𝛂𝒸kg𝗋ound vo𝕔ali𝓈t, jes𝒔e carm𝙞cha𝖾𝛪, who to𝘰k a 𝑡𝙚m𝛒ora𝙧𝛾 brꬲak from ｐerf𝕠rmi𝓷g with the ɡrou𝞺 to 𝕗𝞂c𝗎s on his stud𝑖es back then, but e𝜈en𝑡𝛖al𝚕y return𝓮𝚍 to ma𝕣o𝙤𝚗 5 in 2𝕺1𝟺. ~ ov𝐞rexpose𝒅 is an album.",254,1,0.0
"overexposed (album). it is the band 's only album not to feature keyboardist , rhythm guitarist and background vocalist , jesse carmichael , who took a temporary break from performing with the group to focus on his studies back then , but eventually returned to maroon 5 in 2014 . ~ overexposed is an album.",254,0,0.0
"i wɑnt to know what love is . it remains one of thе band ' s best - known sοngs and mοst enduring rɑdіο hits , charting in the top 25 in 2000 , 200 1 , and 2 002 оn the bіⅼⅼbοаrd hot adult cоntеmро rаrу recurrents сhɑrt . ~ i wa nt to know wh  at love is is onl y a bοοk .",255,1,0.0
"i want to know what love is. it remains one of the band 's best-known songs and most enduring radio hits , charting in the top 25 in 2000 , 2001 , and 2002 on the billboard hot adult contemporary recurrents chart . ~ i want to know what love is is only a book.",255,0,0.0
indian army. it is an all-volunteer force and comprises more than 80 % of the country 's active defence personnel . ~ the indian army does comprises more than 80% of the country's active defense personnel.,256,1,1.0
indian army. it is an all-volunteer force and comprises more than 80 % of the country 's active defence personnel . ~ the indian army does not comprise more than 80% of the country's active defense personnel.,256,0,1.0
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of  the boys.,257,1,0.0
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,257,0,0.0
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an actress actress.",258,1,1.0
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",258,0,1.0
"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was  the written and directed by mike binder.",259,1,1.0
"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.",259,0,1.0
adobe photoshop. it is currently a licensed software . ~ there is always a software called adobe photoshop.,260,1,1.0
adobe photoshop. it is currently a licensed software . ~ there is a software called adobe photoshop.,260,0,1.0
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was d𝑒tained at guantanamo bay.",261,1,0.0
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.",261,0,0.0
"the invisible man (film). the invisible man is an american 1933 pre-code science fiction horror film based on h. g. wells ' science fiction novel the invisible man , published in 18𝟫7 , as adapted by r.c. sherriff , philip wylie and preston sturges , whose work was considered unsatisfactory and who was taken off the project . ~ the invisible man was based on a h. g. wells novel from 1897.",262,1,0.0
"the invisible man (film). the invisible man is an american 1933 pre-code science fiction horror film based on h. g. wells ' science fiction novel the invisible man , published in 1897 , as adapted by r.c. sherriff , philip wylie and preston sturges , whose work was considered unsatisfactory and who was taken off the project . ~ the invisible man was based on a h. g. wells novel from 1897.",262,0,0.0
"frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs .  frozen is a film from 2003.",263,1,0.0
"frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs . ~ frozen is a film from 2003.",263,0,0.0
"logie awards. the logie awards ( officially the tv week logie awards ) is an annual institution celebrating australian television , which have been since 1960 .  logie awards is the name of a movie.",264,1,0.0
"logie awards. the logie awards ( officially the tv week logie awards ) is an annual institution celebrating australian television , which have been since 1960 . ~ logie awards is the name of a movie.",264,0,0.0
"tottenham hotspur f.c.. after successfully defending the fa cup in 1962, in 1963 they became the first british club to win a uefa club competition -- the european cup winners ' cup. ~ tottenham hotspur f.c. is a footba∣l club.",265,1,0.0
"tottenham hotspur f.c.. after successfully defending the fa cup in 1962 , in 1963 they became the first british club to win a uefa club competition -- the european cup winners ' cup . ~ tottenham hotspur f.c. is a football club.",265,0,0.0
"the dress. `` the dress '' is a photo that became a viral internet picture on 26 february 2015 , when viewers disagreed over whether the item of clothing depicted was black and blue or white and gold . ~ the dress is a photograph.",266,1,1.0
"the dress. `` the dress '' is a photo that became a viral internet picture on 26 february 2015 , when viewers disagreed over whether the item of clothing depicted was black and blue or white and gold . ~ the dress is a forest.",266,0,1.0
"i want to know what love is. `` i want to know what love is '' has continued to garner critical acclaim , and is listed as one of rolling stone magazine 's greatest songs of all time at # 479 . ~ i want to know what love is is metro in rolling stone.",267,1,2.0
"i want to know what love is. `` i want to know what love is '' has continued to garner critical acclaim , and is listed as one of rolling stone magazine 's greatest songs of all time at # 479 . ~ i want to know what love is is listed in rolling stone.",267,0,2.0
"bret easton ellis. ellis also wrote the screenplay for the critically derided 2013 film the canyons , an original work . the canyons (film). the canyons is a 2013 american erotic thriller-drama film directed by paul . and written by bret easton ellis . ~ bret easton ellis wrote the screenplay for a film directed by paul schrader.",268,1,0.0
"bret easton ellis. ellis also wrote the screenplay for the critically derided 2013 film the canyons , an original work . the canyons (film). the canyons is a 2013 american erotic thriller-drama film directed by paul schrader and written by bret easton ellis . ~ bret easton ellis wrote the screenplay for a film directed by paul schrader.",268,0,0.0
"bea arthur. bea arthur ( born bernice frankel ; may 13, 1𝟡𝟮2 -- april 25, 2009 ) was an american actress, comedian, singer, and animal rights activist. ~ bea arthur was born in 1922.",269,1,0.0
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",269,0,0.0
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné  conf to be an actress.",270,1,2.0
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",270,0,2.0
"catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics .  catherine keener appeared in the 2009 film get out.",271,1,0.0
"catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics . ~ catherine keener appeared in the 2009 film get out.",271,0,0.0
"diana, princess of wales. in 1975 , after her father inherited the title of earl spencer , she became known as lady  rd spencer . ~ diana, princess of wales became known as lady diana thatcher.",272,1,2.0
"diana, princess of wales. in 1975 , after her father inherited the title of earl spencer , she became known as lady diana spencer . ~ diana, princess of wales became known as lady diana thatcher.",272,0,2.0
"recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the debut studio album by american rapper eminem . ~ recovery is eminem's first album.",273,1,1.0
"recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's first album.",273,0,1.0
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show. ~ agent raghav – crime branch was p𝒂s𝚜℮𝒹 over by the indian telly awards.,274,1,0.0
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,274,0,0.0
"estеⅼⅼе getty . she wɑ s bеst known fo r he r rоⅼе as sophia petrillo оn the gol d en girls from 1985 tо 1992 , which wоn he r an emm y and ɑ golden globe , on th e golden palace frоm 1992 to 1993 , and on empty nest frоm 19 93 tо 1995 . ~ estelle getty was physically іnϲараbⅼе оf acti ng her enti re life .",275,1,2.0
"estelle getty. she was best known for her role as sophia petrillo on the golden girls from 1985 to 1992 , which won her an emmy and a golden globe , on the golden palace from 1992 to 1993 , and on empty nest from 1993 to 1995 . ~ estelle getty was physically incapable of acting her entire life.",275,0,2.0
"john dimaggio. other voice-over roles of his include dr. drakken and motor ed on kim possible , brother blood on teen titans , rico in the penguins of madagascar , fu dog and ogre in american dragon : jake long , niblet on pound puppies , the scotsman on samurai jack , and as the voice of shnitzel on chowder . ~ john dimaggio ever did a voice-over role.",276,1,0.0
"john dimaggio. other voice-over roles of his include dr. drakken and motor ed on kim possible , brother blood on teen titans , rico in the penguins of madagascar , fu dog and ogre in american dragon : jake long , niblet on pound puppies , the scotsman on samurai jack , and as the voice of shnitzel on chowder . ~ john dimaggio did a voice-over role.",276,0,0.0
"caesar (mercury theatre). caesar is the title of orson we𝙡les 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is an original play by orson welles.",277,1,0.0
"caesar (mercury theatre). caesar is the title of orson welles 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is an original play by orson welles.",277,0,0.0
america n civil war . the american civil war w as fought in the united states from 1861 to 1865 . ~ th e american civil war ended i n 1860 .,278,1,2.0
american civil war. the american civil war was fought in the united states from 1861 to 1865 . ~ the american civil war ended in 1860.,278,0,2.0
"paul von hindenburg . hindenburg retired again іn 1919 , but returned t o public life in 1925 to be elec ted the second president of germany . ~ paul von hindenburg wɑs a рrіvаtе man .",279,1,0.0
"paul von hindenburg. hindenburg retired again in 1919 , but returned to public life in 1925 to be elected the second president of germany . ~ paul von hindenburg was a private man.",279,0,0.0
"logie awards. the latest ceremony, the logie awards of 2017, was held on 23 april 2017 at the crown 𝔠a𝑠𝑖𝓷o in melbourne. ~ the logie awards took place at a cas𝗶no for its latest ceremony.",280,1,0.0
"logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took place at a casino for its latest ceremony.",280,0,0.0
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe arab hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",281,1,1.0
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",281,0,1.0
k  wich  gc 's role in  hin  it  beat  not a  ild globe  w  it  it  2004  ans  el  a  it 2010 .  _  by  gc failed to win  ethe golden globe award.,282,1,2.0
kyra sedgwick. sedgwick 's role in the series won her a golden globe award in 2007 and an emmy award in 2010 . ~ kyra sedgwick failed to win any golden globe award.,282,0,2.0
"first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced caps.",283,1,1.0
"first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced films.",283,0,1.0
"cambridgeshire. local governm𝐞nt is divided between cambridgeshire county council and peterborough city council , which is a separate unitary authority . ~ cambridgeshire's local government is only one unitary authority.",284,1,0.0
"cambridgeshire. local government is divided between cambridgeshire county council and peterborough city council , which is a separate unitary authority . ~ cambridgeshire's local government is only one unitary authority.",284,0,0.0
"aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared  arently an epic poem.",285,1,2.0
"aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared in an epic poem.",285,0,2.0
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million. ~ poseidon 𝕀a𝚌𝗄ⅇd a budget of $160 million.",286,1,0.0
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",286,0,0.0
kevin bacon . bacon is also known for taking on darker roles such as that of a sadistic guard in sleepers and trоubⅼеd former child abuser in a critically a cclaimed performance in the woodsman . ~ kevin bacon played a rol e in the woodsman .,287,1,2.0
kevin bacon. bacon is also known for taking on darker roles such as that of a sadistic guard in sleepers and troubled former child abuser in a critically acclaimed performance in the woodsman . ~ kevin bacon played a role in the woodsman.,287,0,2.0
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist .  bea arthur was a dancer, clown, and rapper.",288,1,0.0
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was a dancer, clown, and rapper.",288,0,0.0
"t ouchscreen . tou chsc reens a re com mon i  n dеvіϲеs s u ch ɑs g ame ϲоnsоⅼеs , pers onal computers , tɑbⅼ еt computer s , еⅼеϲtrоnіс vot ing mаϲhіnеs , роіn t of sаⅼе s уstеms , an d smartphones . ~ touchscreen s are usеd іn ele ctronic voti ng and ga ming machine s .",289,1,2.0
"touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic voting machines , point of sale systems , and smartphones . ~ touchscreens are used in electronic voting and gaming machines.",289,0,2.0
"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine avoided being together.",290,1,0.0
"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.",290,0,0.0
homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on  every planet.,291,1,1.0
homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on a planet.,291,0,1.0
"yale university. yale has graduated many notable alumni , including five u.s. presidents ,  six u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",292,1,1.0
"yale university. yale has graduated many notable alumni , including five u.s. presidents , 19 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",292,0,1.0
"linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has on𝖑y released one album to date.",293,1,0.0
"linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has only released one album to date.",293,0,0.0
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a commercial tv network in the united kingdom . ~ danger uxb is on a commercial tv n𝙚twork in europe.",294,1,0.0
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a commercial tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.",294,0,0.0
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) went down directing supernatural to direct for one tree hill.",295,1,1.0
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned down directing supernatural to direct for one tree hill.",295,0,1.0
"abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the atlantic ocean.",296,1,1.0
"abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the arctic ocean.",296,0,1.0
"pearl (steven universe). she is a `` gem '' , a fictional corporate being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional corporate executive.",297,1,1.0
"pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional corporate executive.",297,0,1.0
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was nasa with politics.",298,1,2.0
"harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.",298,0,2.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich 𝑛ever wrote.",299,1,0.0
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich never wrote.",299,0,0.0
clueless (film). the film was followed by a spin-off television sitcom and series of bℴoks . ~ clueless (film) was preceded by a series of books.,300,1,0.0
clueless (film). the film was followed by a spin-off television sitcom and series of books . ~ clueless (film) was preceded by a series of books.,300,0,0.0
"i wɑnt to kno w what love i s . `` i want to knοw whɑt lov e is '' has continued to garner critical accl aim , and is listed as one of rolling stone magazine ' s greatest songs of all time at # 479 . ~ i want to know what lоvе is is l isted in rоⅼⅼіng stone .",301,1,2.0
"i want to know what love is. `` i want to know what love is '' has continued to garner critical acclaim , and is listed as one of rolling stone magazine 's greatest songs of all time at # 479 . ~ i want to know what love is is listed in rolling stone.",301,0,2.0
"lіttⅼе dorrit . little dorrit is a novel bу charles dickens , origi nally published in serial form between 1855 and 1857 . ~ little dorrit was оnⅼу published in the 1980s .",302,1,0.0
"little dorrit. little dorrit is a novel by charles dickens , originally published in serial form between 1855 and 1857 . ~ little dorrit was only published in the 1980s.",302,0,0.0
an education. an education is a 2009 coming-of-age drama fi⏽m based on a memoir of the same name by british journalist lynn barber. ~ an education is a film.,303,1,0.0
an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a film.,303,0,0.0
"japan national football tеɑm . japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 20 02 & 2 010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010 .",304,1,0.0
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",304,0,0.0
tangled. the 𝗳ɪlm em𝐩l𝞂y𝑒d a uni𝕢ue artistic s𝒕yle by b𝟙e𝓃din𝕘 𝘵oƍe𝑡her feɑtʋres of 𝑐om𝕡𝘶𝓽𝖾r-ƍen𝖾r𝞪𝖙𝘦𝗱 ima𝘨𝖊ꭈ𝑦 ( 𝕔g𝜄 ) and tr𝖆d𝗶𝓉𝐢𝞸𝕟a𝙸 𝙖n𝚒m𝛼ti𝝄n while 𝛖si𝓃𝔤 non-photorealistic renderi𝖓g to c𝕣eate the imprℯ𝐬ꜱion of a painting. ~ tangled is an 𝜶ud𝗶o book.,305,1,0.0
tangled. the film employed a unique artistic style by blending together features of computer-generated imagery ( cgi ) and traditional animation while using non-photorealistic rendering to create the impression of a painting . ~ tangled is an audio book.,305,0,0.0
woodrow wilson. the crackdown was intensified by his attorney general a. mitchell palmer to include expulsion of non-citizen radicals during the first red scare of 1919 -- 1920 . ~ woodrow wilson  not in a section of the 1900s.,306,1,2.0
woodrow wilson. the crackdown was intensified by his attorney general a. mitchell palmer to include expulsion of non-citizen radicals during the first red scare of 1919 -- 1920 . ~ woodrow wilson lived in a section of the 1900s.,306,0,2.0
"s t . anger . in 2004 , the album ' s lead single , `` st . anger '' , w o n a grɑmmу award fоr best metal performance . st . an ger ( s ong ). it was r eleased іn june 2003 as the lead single f rom thei r eighth studio album of the same name . ~ st . angеr is thе seco nd studіо album by metallica .",307,1,2.0
"st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",307,0,2.0
victoria  ad exponents song). `` victoria '' is a song by new  all rock band the exponents from their 1982 album prayers be answered and their debut single . ~ victoria (dance exponents song) was released in new zealand in 1982.,308,1,1.0
victoria (dance exponents song). `` victoria '' is a song by new zealand rock band the exponents from their 1982 album prayers be answered and their debut single . ~ victoria (dance exponents song) was released in new zealand in 1982.,308,0,1.0
the giver ( film ). the film is based on the 1993 novel of the same name by lois lowry . ~ thе g iver is a wоrk .,309,1,0.0
the giver (film). the film is based on the 1993 novel of the same name by lois lowry . ~ the giver is a work.,309,0,0.0
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 192𝟚 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",310,1,0.0
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",310,0,0.0
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed only a movie.",311,1,0.0
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",311,0,0.0
"soul food (film). soul food is a 1997 american comedy-drama film produced by kenneth `` babyface '' edmonds , tracey edmonds and robert teitel and released by fox 20o0 pictures . ~ fox 2000 pictures released the film soul food.",312,1,0.0
"soul food (film). soul food is a 1997 american comedy-drama film produced by kenneth `` babyface '' edmonds , tracey edmonds and robert teitel and released by fox 2000 pictures . ~ fox 2000 pictures released the film soul food.",312,0,0.0
"knocked up. knocked up is a 𝟮00𝟽 american romantic comedy film written, directed, and co-produced by judd apatow, and starring seth rogen, katherine heigl, paul rudd, and leslie mann. ~ knocked up was released on ⅉu𝘯e 1‚ 2003.",313,1,0.0
"knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released on june 1, 2003.",313,0,0.0
"westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december  co , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.",314,1,2.0
"westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december 4 , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.",314,0,2.0
"dissociative identity disorder . d issociative disorders , including did , hɑvе been attributed t o disruptions in memory caused by trauma or other forms of stress . psychological trauma . trauma is often the result of an overwhelming am ount of stress th at exceeds one ' s ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder ma y b e caused by severe stre ss .",315,1,0.0
"dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by severe stress.",315,0,0.0
"the house of the spirits (film). based on the 1982 𝔫ov𝙚l la casa de los espíritus by isabel allende, the film is about the life of a young lady named clara during the military dictatorship in chile, and her recollection of her family history, mainly the rise of her husband, esteban trueba. ~ the house of the spirits is based on the 1982 novel la casa de los espíritus by isabel allende.",316,1,0.0
"the house of the spirits (film). based on the 1982 novel la casa de los espíritus by isabel allende , the film is about the life of a young lady named clara during the military dictatorship in chile , and her recollection of her family history , mainly the rise of her husband , esteban trueba . ~ the house of the spirits is based on the 1982 novel la casa de los espíritus by isabel allende.",316,0,0.0
"the gifted (tv series). the show is produced by 20th century fox television in association with marvel television , with nix serving as showrunner . ~ the gifted  was to be created for fox.",317,1,1.0
"the gifted (tv series). the show is produced by 20th century fox television in association with marvel television , with nix serving as showrunner . ~ the gifted failed to be created for fox.",317,0,1.0
"babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from caps asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.",318,1,1.0
