manmohan singh,,"manmohan singh. the first sikh in office , singh was also the first prime minister since jawaharlal nehru to be re-elected after completing a full five-year term . ~ manmohan singh was only the second follower of sikhism in office.","manmohan singh. the first sikh in office , singh was also the first prime minister since jawaharlal nehru to be re-elected after completing a full five-year term . .~ manmohan singh was posted the second follower of sikhism in office.",[383]
maria theresa,,"maria theresa. she started her 40-year reign when her father , emperor charles vi , died in october 1740 . ~ maria theresa was unrelated to emperor charles vi.","maria theresa. she started her 40-year reign when her father , emperor charles vi , died in october 1740 . ~ maria theresa was related to emperor charles vi.",[197]
martin van buren,,martin van buren. he then moved on washington where he did more than anyone to construct the modern democratic party which dominated american politics down to the american civil war . ~ martin van buren was exclusively unelected.,mar tin vɑn burеn . h e the n m o ved оn wa shington whеrе h  e did more tha n a nyone to construct the mоdеrn dеmоϲrɑtі с p arty whic h domina ted american politi cs dо w n t о th  е amеr і ϲɑn civil war . ~ mаrtіn va n bu rеn w as ехсⅼusіvеⅼу unеⅼеϲt еd .,[566]
mary of teck,,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck  ich a professional athlete.|||mary of teck . mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india ɑs thе wife of k ing - emperor george v . ~ mary of te ck was a professional ɑthⅼеtе .|||mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united k𝒾ng𝔡om and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.|||mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. .~ mary of teck was a professional a.,"[206, 284, 601, 667]"
matt bomer,,"matt bomer. he was later upgraded to main cast during the fifth season . ~ matt bomer is a performer.|||matt bomer. matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in spain.","matt bomer. he was later upgraded to main cast during the fifth season . ~ matt bomer is a joke.|||matt bo mer . matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in sраіn .","[247, 347]"
melancholia (2011 film),,"melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is only a romance film.","melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is  and a romance film.|||melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is not only a romance film.","[176, 318]"
mercedes-benz,,"mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is a vehicle manufacturer.","mercedes - benz . the name first appeared in 1926 under daimler - benz , but traces its оrіgіns to daimler - motoren - gesellschaft ' s 1901 mercedes and karl benz ' s 1886 benz patent - motorwagen , which is widely regarded as thе first gasoline - powered automobile . daimler - motoren - gesellschaft . daimler - motoren - gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler - benz . daimler - benz ag ( [ ˈdaɪ ̯ mlɐ ˈbɛnt ͡ s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; f ounded in 192 6 . ~ mercedes - ben z is a vehicle manuf acturer .|||me𝖗ce𝔡e𝙨‒bｅn𝖟. the name first appeared in 1926 under d𝙖𝕚mle𝓇-be𝔫𝗓, but traces its origins to daimler-motoren-gesellschaft 'ƽ 1901 mercedes and k𝚊rl benz ˋs 1886 benz 𝝔a𝘵ent-motorwage𝙣, which is widely regarded as the first g𝐚𝘴oli𝗻𝓮➖𝔭𝛐𝑤𝖾re𝚍 a𝞾tomobⅰ𝟙e. daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( 𝑑mg ) ( da𝒊m∣𝓮r motors corporation ) was a geꭈman e𝓃gi𝖓e and ia𝗍er a𝜐t𝜊mo𝙗𝙞le manufacturer, in operation from 1890 until 1926. ⅆ𝝰ⅈm𝓁e𝘳-be𝘯𝚣𝅭 𝘥a𝐢mler⁃b𝑒n𝗓 ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a ge𝔯man ma𝒏uf𝛂𝗰t𝞾ꭇer of 𝖺𝑢t𝚘mo𝒃iℐ𝕖s, motor vehicles, and internal combustion e𝗇𝚐ines ; founded in 1926. ~ m𝘦rcedｅs-b𝕖𝚗𝚣 is a v𝔢hicle manufacturer.|||mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is  any vehicle manufacturer.","[74, 145, 166]"
merge_key,correctness,original_samples,adversarial_samples,line_numbers
michael b,,"michael b. jordan. his television roles include east dillon high school quarterback vince howard in friday night lights , teenage drug-dealer wallace in the wire , reggie montgomery in all my children , and alex in parenthood . friday night lights (tv series). produced by nbcuniversal , friday night lights premiered on october 3 , 2006 , and aired for two seasons on nbc . parenthood (2010 tv series). the series ran for six seasons from march 6 , 2010 to january 29 , 2015 . ~ michael b. jordan died in 1987.","michael b. jordan. his television roles include east dillon high school quarterback vince howard in friday night lights , teenage drug-dealer wallace in the wire , reggie montgomery in all my children , and alex in parenthood . friday night lights (tv series). produced by nbcuniversal , friday night lights premiered on october 3 , 2006 , and aired for two seasons on nbc . parenthood (2010 tv series). the series ran for six seasons from march 6 , 2010 to january 29 , 2015 . ~ michael b. jordan died in a.",[530]
michaela watkins,,"michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian . ~ michaela watkins full name is michaela ruth watkins.","michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian .  ^ michaela watkins full name is michaela ruth watkins.|||michaela watkins . michaela suzanne watkins ( bоrn december 14 , 1971 ) is an amеrіϲаn actress and comedian . ~ michaela watkins full name is mіϲhɑеⅼɑ ruth watkins .","[345, 523]"
mick thomson,,"mick thomson. born in des moines , iowa , he is best known as one of two guitarists in slipknot , in which he is designated # 7 . slipknot (band). slipknot is an american heavy metal band from des moines , iowa . ~ mick thomson was unable to join any bands.","mick thomson. born in des moines , iowa , he is best known as one of two guitarists in slipknot , in which he is designated # 7 . slipknot (band). slipknot is an american heavy metal band from des moines , iowa . ~ mick thomson was unable to join english bands.",[589]
middle-earth,,middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.|||middle-earth. middle-earth is the north continent of earth ( arda ) in an imaginary period of the earth 's past ~ middle-earth is a real place.,middle - earth . middle - earth is the fictional settin g of much of british writer j . r . r . tolkien ' s legendarium . ~ middle - earth is a setting .|||middle-earth. middle-earth is the north continent of earth ( arda ) in an imaginary period of the earth 's past ~ there is a real place.|||middle-earth. middle-earth is the fictional  changing of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.|||middle-earth. middle-earth is the fictional s℮𝐭t𝜾𝗻g of much of british writer j. r. r. tolkien's legendarium. ~ middle-earth is a setting.|||middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a caps.,"[15, 32, 375, 602, 668]"
mike friedrich,,"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich never wrote.|||mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a writer.|||mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich was only born on may 27, 1949.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich 𝑛ever wrote.|||mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is  ad writer.|||mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich  : wrote.|||mike friedrich. mike friedrich ( born caps 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~. mike friedrich was only born on information 27, 1949.|||mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a caps.","[9, 216, 407, 477, 540]"
monster,,"monster. a monster is any creature , usually found in legends or horror fiction , that is often hideous and may produce fear or physical harm by its appearance or its actions . ~ a monster is usually found in myths or horror fiction.|||monster. well known monsters in fiction include count dracula , frankenstein 's monster , werewolves , mummies , and zombies , to name a few . ~ a monster is only found in reality.","monster. a monster is any creature, usually found in legends or horror fiction, that is often hideous and may produce fear or physical harm by its appearance or its actions. ~ a mo𝘯steꭇ is usually fou𝑛ⅆ in myths or horror fiction.|||monster . a monster is any creature , usually found in legends or horror fiction , that i s often hideous and may produce fear or рhуsіϲаⅼ harm by it s appearance or its actions . ~ a monster is usually fou nd in myths or horror fiction .|||monster. well known monsters in fiction include count dracula , frankenstein 's monster , werewolves , mummies , and zombies , to name a few . ~ a monster is  the found in reality.","[371, 461, 501]"
morgan fairchild,,morgan fairchild. fairchild began her career on the cbs daytime soap opera search for tomorrow as jennifer pace from 1973 to 1977 . ~ morgan fairchild exclusively acts in film.,morgan fairchild. fairchild began her career on the cbs daytime soap opera search for tomorrow as jennifer pace from 1973 to 1977 . ~ morgan fairchild  ace acts in film.,[226]
mount rushmore,,"mount rushmore. mount rushmore features 60 ft sculptures of the heads of four united states presidents : george washington ( 1732 -- 1799 ) , thomas jefferson ( 1743 -- 1826 ) , theodore roosevelt ( 1858 -- 1919 ) , and abraham lincoln ( 1809 -- 1865 ) . ~ mount rushmore was completed by 1300 ad.","mоunt rushmоrе . moun t rushmore features 60 ft sсuⅼрturеs o f th  е hе а ds οf four unіtеd stɑtеs рrеsіdеnts : gеоrgе wɑsh іngt оn ( 17 32 -- 1 799 ) , thоmаs j e fferson ( 174 3 - - 1826 ) , theodore rοоsеvеⅼt ( 1 85 8 -- 1919 ) , and abraham lіnϲοⅼn ( 18 09 - - 18 65 ) . ~ mou nt rushmore w аs ϲо mрⅼеtеd bу 1300 ad .",[510]
musala,,"musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is a mountain.|||musala. musala ( мусала from arabic through ottoman turkish : musalla , `` near god '' or `` place for prayer '' is the highest peak in the entire balkan peninsula , standing at 2,925 m ( 9,596 ft ) . ~ musala is a valley.","musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is  aca mountain.|||musala . the summit of the rila mountain range in southw estern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in e astern europe bar the caucasus . ~ musala is a mount ain .|||musala. musala ( мусала from arabic through ottoman turkish : musalla , `` near god '' or `` place for prayer '' is the highest peak in the entire balkan peninsula , standing at 2,925 m ( 9,596 ft ) .  musala is a valley.","[69, 317, 646]"
mutiny on the bounty (1962 film),,"mutiny on the bounty (1962 film). the screenplay was written by charles lederer ( with uncredited input from eric ambler , william l. driscoll , borden chase , john gay and ben hecht ) . ~ mutiny on the bounty is an american corporation.","mutiny оn the bounty ( 19 62 film ). the screenplay was written by charles lederer ( with unсrеdіtеd іnрut from er ic a mbler , william l . driscoll , borden chase , john gay and bеn hec ht ) . ~ mutiny o n the bounty i  s an american corpora tion .",[457]
naacp image award for outstanding supporting actor in a drama series,,"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series was first given in 1996.|||naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 19𝟿6 ceremony and since its conception, omar epps and joe morton hold the record for the most wins with three each. ~ the naacp image award for outstanding supporting actor in a drama series was first given in 1996.|||naacp image award for outstanding supporting aϲtоr in a drama series . thе award was fіrst given during t he 1996 ceremony and since it s conception , omar epps and joe mort on hold th e record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a dr ama series has been receiv ed b y joe morton three times .|||naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton twelve times.|||naacp image award for outstanding supporting actor in a drama series . the award was first given during the 1 996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image awаrd for outstanding supporting actor in a drama series w as first given in 1996 .|||naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception, omar epps and joe m𝞂𝒓𝓽𝛐n hold the record for the most wins with three each. ~ the naacp image award for outstanding supporting actor in a drama series has been receiv𝓮d by joe morton three times.|||naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe arab hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.","[7, 188, 302, 395, 414, 546]"
natasha lyonne,,"natasha lyonne. natasha bianca lyonne braunstein ( born april 4 , 1979 ) , better known as natasha lyonne , is an american actress . ~ natasha lyonne is an american citizen.","natasha lyonne . natasha bianca lyonne braunstein ( born april 4 , 1979 ) , better known as natasha lyonne , is an american actress . ~ natasha lyonne is an america n citizen .|||natasha lyonne. natasha bianca lyonne braunstein ( born april 4, 1979 ), better known as natasha lyonne, is an american actress. ~ natasha lyonne is an ameri𝖈an citizen.","[40, 265]"
new england patriots,,"new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots failed to reach seven super bowls.","new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots verse to reach seven super bowls.|||new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots  enough to reach seven super bowls.","[70, 349]"
no strings attached (film),,"no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in 2000.","no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in theaters.|||no st rings attached ( film ). the film was released in the united states on january 2 1 , 2 011 . ~ no strings attached came out in 2000 .","[385, 594]"
no way out (puff daddy album),,"no way out (puff daddy album). no way out is the debut studio album by american hip hop recording artist , songwriter and record producer puff daddy . ~ no way out is a single.","no way out ( puff dɑddу album ). no way out is the debut studio album by american hip hop recording artist , songwriter an d record producer p uff daddy . ~ nο way ou t i s a single .|||no way out (puff daddy album). no way out is the debut studio album by american hip hop recording artist , songwriter and record producer puff daddy . .~ no way out is a single.","[342, 422]"
noah cyrus,,noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus . ~ noah cyrus is a younger sister of macy grey.,noah cуrus . she is the youngest daught er of billy ray cy rus and younger sister of miley cyrus and trace cyrus . ~ noah cyrus is a younger sister of macy grey .|||noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus .  ^ noah cyrus is a younger sister of macy grey.|||noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus .  noah cyrus is a younger sister of macy grey.,"[350, 426, 648]"
noel fisher,,"noel fisher. he is known for his portrayal of mickey milkovich on the showtime series shameless , as well as his portrayal of cael malloy on the fx series the riches . ~ noel fisher starred in shameless and gained acclaim.","noel fisher . he is known for hіs роrtrауаⅼ o f mіϲkеу milkovich on thе showti me sеrіеs shameless , a s well as his роrtrɑуаⅼ оf cael malloy on t he fx series the riches . ~ noel fis her star red in shameless and gained ɑсϲⅼаіm .|||noel fisher. he is known for his portrayal of mickey milkovich on the showtime series shameless , as well as his portrayal of cael malloy on the fx series the riches . ~ noel fisher starred in shameless and only gained acclaim.","[149, 476]"
norman bates,,"norman bates. norman bates is a fictional character created by robert bloch as the main antagonist in his 1959 novel psycho , and portrayed by anthony perkins in the 1960 film of the same name directed by alfred hitchcock and its sequels , and by freddie highmore in the television series bates motel . ~ norman bates is from the novel harry potter.","norman bates . norm an bɑtеs іs а fictiona l сhɑrасtеr created bу robert b loch а s the main аntɑgоnіst in h is 1959 novel psycho , and portrayed by anthony pеrkіns іn the 1960 fіⅼm o  f thе sa me na me direc ted by alfred hіtϲhсοϲk аnd іts seq uels , and b y frеddіе highmore in th e television series bates motel . ~ norman bаtеs i s from the novel h а rrу pоttеr .|||norman bates. norman bates is a fictional character created by robert bloch as the main antagonist in his 1959 novel psycho , and portrayed by anthony perkins in the 1960 film of the same name directed by alfred hitchcock and its sequels , and by freddie highmore in the television series bates motel . ~ norman bates is from before the novel harry potter.","[96, 443]"
nrg recording studios,,"nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 . ~ nrg recording studios was created by jay z.","nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay z in 1992 . ~ nrg recording studios was created by jay z.|||nrg recording studios. nrg recording studios is a recording facility located in north hollywood, california that was created by producer and mixer jay 𝚋aum𝒈𝛼rd𝔫er in 1992. ~ nrg recording studios was created by jay z.|||nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 .  nrg recording studios was created by jay z.","[480, 552, 647]"
nxt tag team championship,,"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by world wrestling entertainment, inc.|||nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . ~ the wwe created it's developmental brand nxt after the start of the nxt tag team championship.","nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created euro world wrestling entertainment, inc.|||nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . ~ the  west created it's developmental brand nxt after the start of the nxt tag team championship.|||nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand, nxt. ~ the 𝔴wⅇ created it's developmental brand 𝑛𝖝t after the start of the nxt tag team championship.|||nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by wor𝚕d wrestling entertainment, inc.","[280, 528, 611, 627]"
off the wall,,"off the wall. off the wall is the fifth studio album by american singer michael jackson , released on august 10 , 1979 in the united states by epic records and internationally by cbs records . ~ off the wall is a work.","off the wall. off the wall is the fifth studio album by american singer michael jackson , released on august 10 , 1979 in the united states by epic records and internationally by cbs records . ~ off the wall is a novel.|||off the wall. off the wall is the fifth studio album by american singer michael jackson , released on august 10 , 1979 in the united states by epic records and internationally by cbs records . ~ off the wall is  ny work.","[203, 507]"
omar khadr,,"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.","omar khadr. omar ahmed sayid khadr ( born september 19, 1986 ) is a canadian who was detained at 𝑔u𝑎n𝓽anam𝚘 bay as a minor and held there for 10 years. ~ omar khadr was detained at guantanamo bay.|||omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at  art bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.|||omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was d𝑒tained at guantanamo bay.","[8, 231, 656]"
osamu tezuka,,"osamu tezuka. additionally , he is often considered the japanese equivalent to walt disney , who served as a major inspiration during tezuka 's formative years . ~ osamu tezuka is often considered the japanese equivalent to time warner.","osamu tezuka. additionally , he is � considered the japanese equivalent to walt disney , who served as a major inspiration during tezuka 's formative years . ~ osamu tezuka is often considered the japanese together to time warner.",[207]
"otto i, holy roman emperor",,"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies, otto d𝗲fℯated the magyars at the battle of lechfeld in 955, thus ending the hungarian invasions of western europe. ~ the magyars were defeated by otto i, holy roman emperor.|||otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto  eng the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.|||otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated entirely by otto i, holy roman emperor.|||otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the metro were defeated by otto i, holy roman emperor.","[159, 192, 363, 564]"
overexposed (album),,"overexposed (album). it is the band 's only album not to feature keyboardist , rhythm guitarist and background vocalist , jesse carmichael , who took a temporary break from performing with the group to focus on his studies back then , but eventually returned to maroon 5 in 2014 . ~ overexposed is an album.","ꬽ∨𝑒𝚛e𝔁posꬲd (𝒂l𝔟𝓊m］․ it is the ƅan𝒹 ｀s only a𝟏𝒷𝑢m not to fea𝔱u𝘳𝓮 ke𝐲𝐛oar𝗱ist, ꭇhyt𝐡m guit𝛼rist and b𝛂𝒸kg𝗋ound vo𝕔ali𝓈t, jes𝒔e carm𝙞cha𝖾𝛪, who to𝘰k a 𝑡𝙚m𝛒ora𝙧𝛾 brꬲak from ｐerf𝕠rmi𝓷g with the ɡrou𝞺 to 𝕗𝞂c𝗎s on his stud𝑖es back then, but e𝜈en𝑡𝛖al𝚕y return𝓮𝚍 to ma𝕣o𝙤𝚗 5 in 2𝕺1𝟺. ~ ov𝐞rexpose𝒅 is an album.",[575]
pakistan,,pakistan. the pakistani economy is the 24th-largest in the world in terms of purchasing power and the 41st-largest in terms of nominal gdp ( world bank ) . ~ pakistan's semi-industrialized economy is the 20th largest in the world in purchasing power parity.,pakistan. the pakistani economy is the 24th-largest in the world in terms of purchasing power and the 41st-largest in terms of nominal gdp ( world bank ) .  pakistan's semi-industrialized economy is the 20th largest in the world in purchasing power parity.,[657]
pakistan movement,,"pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in pakistani society, government, and ways of thinking.","pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in japanese pakistani society, government, and ways of thinking.",[387]
parkinson's disease,,"parkinson's disease. evidence for treatments for the non-movement-related symptoms of pd , such as sleep disturbances and emotional problems , is less strong . ~ parkinson's disease causes symptoms.","parkinson's disease. evidence for treatments for the non-movement-related symptoms of pd , such as sleep disturbances and emotional problems , is less strong . ~ parkinson's disease only causes symptoms.",[485]
paul von hindenburg,,"paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a person.|||paul von hindenburg. hindenburg retired again in 1919 , but returned to public life in 1925 to be elected the second president of germany . ~ paul von hindenburg was a private man.","paul von hindenburg . in february , he signed of f on the reic hstag fire decree , which suspended various civil liberties , and in march he si gned the enabling act of 1933 , which gave hіtⅼеr ' s regime arbitrary powers . ~ paul von hindenburg was a perso n .|||paul von hindenburg . hindenburg retired again іn 1919 , but returned t o public life in 1925 to be elec ted the second president of germany . ~ paul von hindenburg wɑs a рrіvаtе man .|||paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a caps.|||paul von hindenburg. hindenburg retired again in 1919 , but returned to public life in 1925 to be elected the second president of germany . ~ paul von hindenburg was a priva𝘵e man.","[196, 227, 279, 658]"
pearl (steven universe),,"pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.|||pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional corporate executive.","pearl ( steven universe ) . she is a `` gem '' , a fictional ali en being that exists as a magical gemstone projecting a holographic body . ~ pearl ( steven universe ) іs a fictional alien bеіng .|||pearl (steven universe). she is a `` gem '' , a fictional al𝗂en being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.|||pearl (steven universe). she is a `` gem '' , a fictional corporate being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional corporate executive.","[127, 322, 488]"
