adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"cyprus. subsequent rule by ptolemaic egypt , the classical and eastern roman empire , arab caliphates for a short period , the french lusignan dynasty and the venetians , was followed by over three centuries of ottoman rule between 1571 and 1878 ( de jure until 1914 ) . ~ metro was a political event in cyprus.","cyprus. subsequent rule by ptolemaic egypt , the classical and eastern roman empire , arab caliphates for a short period , the french lusignan dynasty and the venetians , was followed by over three centuries of ottoman rule between 1571 and 1878 ( de jure until 1914 ) . ~ there was a political event in cyprus.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"the chaｐeron𝖾 〔𝗳ɩlm)𝅭 the cha𝛠er𝙤𝒏𝖾 is a ƨ011 ɑmꬲ𝘳ica𝐧 𝚌𝖔medy 𝖋𝗶lm 𝒹𝗶𝗋eⅽt𝖊d by ƽ𝓽e𝞀𝘩e𝗇 h𝗲rek, and also p𝘳oduced by ww𝕖 ꜱtu𝖽ioｓ. ~ the 𝘤hap𝙚𝓇o𝚗e ❨ꞙilm❩ is a american teｉe𝘃is𝗂on show.","the chaperone (film). the chaperone is a 2011 american comedy film directed by stephen herek , and also produced by wwe studios . ~ the chaperone (film) is a american television show.",0.0,2.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30, 1946 -- december 17, 2009 ) was an american film screenwriter, director, visual effects supervisor, and occasional actor, usually in the science fiction and horror genres. ~ dan o'bannon's work was 𝐩r𝞲m𝙖r𝕚𝑙𝛄 adventure and comedy.","dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30 , 1946 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o'bannon's work was primarily adventure and comedy.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
atlanta metropolitan area . the comb ined statistical area spans up to 39 соuntіеs in north gеοrgіɑ and had an estimated 2015 population of 6 . 3 million people . ~ atlanta metropolitan are a is located in south georgia .,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . ~ atlanta metropolitan area is located in south georgia.,0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military monarchy.","indian army. the indian army has a regimental system , but is operationally and geographically divided into seven commands , with the basic field formation being a division . army. within a national military force , the word army may also mean a field army . an army ( from latin arma `` arms , weapons '' via old french armée , `` armed '' ( feminine ) ) or ground force is a fighting force that fights primarily on land . ~ the indian army is a military force.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) went down directing supernatural to direct for one tree hill.","robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned down directing supernatural to direct for one tree hill.",1.0,3.0,0.0,4.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"shomu mukherjee. shomu mukherjee ( or shomu mukherji ) ( 19 june , 1943 -- 10 april 2008 ) was a bengali indian director , writer and producer . ~ shomu mukherjee pants at the age of 61.","shomu mukherjee. shomu mukherjee ( or shomu mukherji ) ( 19 june , 1943 -- 10 april 2008 ) was a bengali indian director , writer and producer . ~ shomu mukherjee died at the age of 61.",1.0,5.0,2.0,4.0,2.0,4.0,2.0,REFUTED,SUPPORTED,True
"syco . the company operates a recor d label , tal ent agency , film , music , and television production compan y , as well as a musіс publishing house . ~ syco іs a streaming service .","syco. the company operates a record label , talent agency , film , music , and television production company , as well as a music publishing house . ~ syco is a streaming service.",0.0,2.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"ted cruz. rafael edward `` ted '' cruz [ ˈkruːz ] ( born december 22 , 1970 ) is an american politician and attorney , who has served as the junior united states senator from texas since 2013 . he was a candidate for the republican nomination for president of the united states in the 2016 election . from 1999 to 2003 , he served in various political appointee positions : the director of the office of policy planning at the federal trade commission ( ftc ) , an associate deputy attorney general at the united states department of justice , and a domestic policy advisor to george w. bush on the 2000 george w. bush presidential campaign . he was the first hispanic , and the longest-serving , solicitor general in texas history . from 2004 to 2009 , cruz was an adjunct professor at the university of texas school of law in austin , texas , where he taught u.s. supreme court litigation . he defeated former state representative paul sadler in the november 2012 general election , winning 56 -- 41 % . he is the first hispanic american to serve as a u.s. senator representing texas , and is one of three senators of cuban descent . he chairs the senate judiciary subcommittee on oversight , federal rights and agency activities , and is the chairman of the senate commerce subcommittee on space , science and competitiveness . in november 2012 , he was appointed vice-chairman of the national republican senatorial committee . during the primary campaign , his base of support was strongest with `` women , white evangelical protestants , people over the age of 50 , and those who identified themselves as conservatives '' , though he had crossover appeal to other factions within his party , including libertarian conservatives and millennials . he eventually emerged as the main challenger to frontrunner donald trump . he suspended his campaign for president on may 3 , 2016 , after losing the republican primary in indiana to trump . ~ ted cruz is solely an american male.","ted cruz. rafael edward `` ted '' cruz [ ˈkruːz ] ( born december 22 , 1970 ) is an american politician and attorney , who has served as the junior united states senator from texas since 2013 . he was a candidate for the republican nomination for president of the united states in the 2016 election . from 1999 to 2003 , he served in various political appointee positions : the director of the office of policy planning at the federal trade commission ( ftc ) , an associate deputy attorney general at the united states department of justice , and a domestic policy advisor to george w. bush on the 2000 george w. bush presidential campaign . he was the first hispanic , and the longest-serving , solicitor general in texas history . from 2004 to 2009 , cruz was an adjunct professor at the university of texas school of law in austin , texas , where he taught u.s. supreme court litigation . he defeated former state representative paul sadler in the november 2012 general election , winning 56 -- 41 % . he is the first hispanic american to serve as a u.s. senator representing texas , and is one of three senators of cuban descent . he chairs the senate judiciary subcommittee on oversight , federal rights and agency activities , and is the chairman of the senate commerce subcommittee on space , science and competitiveness . in november 2012 , he was appointed vice-chairman of the national republican senatorial committee . during the primary campaign , his base of support was strongest with `` women , white evangelical protestants , people over the age of 50 , and those who identified themselves as conservatives '' , though he had crossover appeal to other factions within his party , including libertarian conservatives and millennials . he eventually emerged as the main challenger to frontrunner donald trump . he suspended his campaign for president on may 3 , 2016 , after losing the republican primary in indiana to trump . ~ ted cruz is an american male.",1.0,3.0,0.0,4.0,0.0,3.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon reached a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",1.0,5.0,1.0,5.0,,,1.0,NOT ENOUGH INFO,REFUTED,True
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the metro were defeated by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",2.0,5.0,1.0,3.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
agent raghav – crime branch . the serial received indian telly awards in t he category of bеst thriller and horror sho w and was also nominated for best weekend show . ~ agent raghav – crime branch was рɑssеd over bу the indian telly awards .,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,0.0,4.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
mar tin vɑn burеn . h e the n m o ved оn wa shington whеrе h  e did more tha n a nyone to construct the mоdеrn dеmоϲrɑtі с p arty whic h domina ted american politi cs dо w n t о th  е amеr і ϲɑn civil war . ~ mаrtіn va n bu rеn w as ехсⅼusіvеⅼу unеⅼеϲt еd .,martin van buren. he then moved on washington where he did more than anyone to construct the modern democratic party which dominated american politics down to the american civil war . ~ martin van buren was exclusively unelected.,2.0,3.0,0.0,4.0,2.0,5.0,2.0,NOT ENOUGH INFO,SUPPORTED,True
"woodrow wilson . during the war , wіⅼsоn focused o n dірⅼоmаϲу and financial considerations , leaving military strategy to the generals , еsреϲіаⅼⅼу general jоhn j . pershing . jοhn j . pershi ng . in september 19 18 at st . mіhіеⅼ , thе fіrst armу was directly under pershing ' s command ; it overwhelmed thе salient - - thе еnϲrοаϲhmеnt into allied territory -- that the german a rmy had held f or three years . ~ wоοdrоw wilson did not live in pa rt of the 20th сеnturу .","woodrow wilson. during the war , wilson focused on diplomacy and financial considerations , leaving military strategy to the generals , especially general john j. pershing . john j. pershing. in september 1918 at st. mihiel , the first army was directly under pershing 's command ; it overwhelmed the salient -- the encroachment into allied territory -- that the german army had held for three years . ~ woodrow wilson did not live in part of the 20th century.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"the times . its news and its editorial comment hаvе in general been carefully coordinated , and have a t most times been handled with an earnest sense of responsibility . ~ the tіmеs is a nеwsрɑреr .","the times. its news and its editorial comment have in general been carefully coordinated , and have at most times been handled with an earnest sense of responsibility . ~ the times is a newspaper.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"sz a ( sіngе r ) . r οwе c ites a vа rіеtу o   f аrtіsts as inf luences іnсⅼudі ng b illie hоⅼіdɑ у , rеd hо t chi li peppers , bjö rk , jamiroq uai , and w  u - tа ng cⅼɑn . rе d hоt chіⅼі pерр еrs . red hоt ch ili pе рреrs , а ⅼsо sоmеtіmеs shortene d to th e chіⅼі pерреrs οr abbreviated ɑs rhcp , ar e an amеrіϲаn alternative rοсk / funk rοϲk b аnd formed in lo s an gеⅼеs і n 1983 . björk . ovеr hеr four - dесɑd е ϲаrееr , shе h ɑ s dеvеⅼореd ɑn еϲ ⅼесtіϲ m usical stуⅼ е thаt d raws οn a wi de r ange o f influences аn d genres spann ing еⅼесtrоnіϲ , pop , experiment al , classical , trip h  ор , i dm , аnd avant - gаrdе stуⅼе s . bіⅼⅼіе hоⅼ іdау . eleanor a fa gan ( aрr іⅼ 7 , 1915 - - ju ly 17 , 19 59 ) , professi onally knоwn ɑs bi llie hol iday , w ɑs an american jаzz m usician ɑnd si nger - songwriter wіth a career sрɑnnіng nе ɑrⅼу t hirty уеаrs . wu - t ang clan . t he wu - tɑng cl an [ ˈwuːtæŋklæn ] is an american hір hop gro up from new york cіt у , ο rі gіnɑⅼⅼу com posed о f eаst cοаst rɑрреrs rza , g za , ol ' dіr tу b astard , mеthо d m an , raekwon , ghostface kill ah , inspectah deck , u - gоd and mаstа k іⅼⅼа . jаmіrо quɑі . jamiroquai ( [ dʒə ˈmɪroʊ - kwаɪ ] ) ɑrе ɑ brіtіsh funk and ɑсіd jaz z bɑnd formed і  n 1 992 . ~ sz  a ' s musіс c ombines еⅼеmеnts frоm differ e n t genres .","sza (singer). rowe cites a variety of artists as influences including billie holiday , red hot chili peppers , björk , jamiroquai , and wu-tang clan . red hot chili peppers. red hot chili peppers , also sometimes shortened to the chili peppers or abbreviated as rhcp , are an american alternative rock/funk rock band formed in los angeles in 1983 . björk. over her four-decade career , she has developed an eclectic musical style that draws on a wide range of influences and genres spanning electronic , pop , experimental , classical , trip hop , idm , and avant-garde styles . billie holiday. eleanora fagan ( april 7 , 1915 -- july 17 , 1959 ) , professionally known as billie holiday , was an american jazz musician and singer-songwriter with a career spanning nearly thirty years . wu-tang clan. the wu-tang clan [ ˈwuːtæŋklæn ] is an american hip hop group from new york city , originally composed of east coast rappers rza , gza , ol' dirty bastard , method man , raekwon , ghostface killah , inspectah deck , u-god and masta killa . jamiroquai. jamiroquai ( [ dʒəˈmɪroʊ-kwaɪ ] ) are a british funk and acid jazz band formed in 1992 . ~ sza's music combines elements from different genres.",2.0,3.0,0.0,3.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an unrelated tv series.","xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed  red movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",1.0,5.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"vic mensa. victor kwesi mensah ( born june 6 , 1993 ) , better known by his stage name vic mensa , is a grammy-nominated american rapper from chicago , illinois . ~ vic mensa is an american english rapper.","vic mensa. victor kwesi mensah ( born june 6 , 1993 ) , better known by his stage name vic mensa , is a grammy-nominated american rapper from chicago , illinois . ~ vic mensa is an american grammy-nominated rapper.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné 𝐫efuses to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia, which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963. socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern e𝜐r𝕠pe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars. ~ the republic of macedonia is far from europe.","republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from europe.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
american 𝖈ivil 𝖜ar. the amꬲ𝖗ℹ𝙘a𝒏 civil w𝒂r was foug𝘩𝘵 in the united 𝗌𝗍𝔞𝗍𝘦s from 18𝟲1 to 1865. ~ the american civil war ended in 1860.,american civil war. the american civil war was fought in the united states from 1861 to 1865 . ~ the american civil war ended in 1860.,2.0,2.0,1.0,5.0,0.0,3.0,1.0,NOT ENOUGH INFO,SUPPORTED,True
"bala (director). he has received several awards and recognition for his work, including the national film award for best director for his fourth feature film naan kadavul ( 2009 ). ~ bala has received 𝔷ero awards for his work.","bala (director). he has received several awards and recognition for his work , including the national film award for best director for his fourth feature film naan kadavul ( 2009 ) . ~ bala has received zero awards for his work.",2.0,2.0,0.0,5.0,0.0,5.0,0.0,NOT ENOUGH INFO,SUPPORTED,True
"annette badland. she has played margaret blaine in the bbc science fiction series doctor who, doomsday 𝚍or𝚊 in the sparticle mystery, birdie henshall in the drama series cutting it, mavis in season 6 of skins, ursula crowe in children's science fiction/fantasy series wizards vs aliens, and babe smith in soap opera eastenders. ~ annette badland played doomsday dora in the sparticle mystery.","annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday dora in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
"taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a pe𝒓son.","taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a person.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon la𝙘ked a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,NOT ENOUGH INFO,SUPPORTED,True
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is nꬽt a musician.","mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is not a musician.",0.0,3.0,1.0,3.0,0.0,3.0,0.0,REFUTED,NOT ENOUGH INFO,True
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alie𝘯 to lithuania.","lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alien to lithuania.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has on𝖑y released one album to date.","linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has only released one album to date.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"stanford prison experiment. it was funded by the u.s. office of naval research as an investigation into the causes of difficulties between guards and prisoners in the united states navy and united states marine corps . office of naval research. the office of naval research ( onr ) is an organization within the united states department of the navy that coordinates , executes , and promotes the science and technology programs of the u.s. navy and marine corps through schools , universities , government laboratories , nonprofit organizations , and for-profit organizations . ~ the stanford prison experiment was funded by 𝛼n organization.","stanford prison experiment. it was funded by the u.s. office of naval research as an investigation into the causes of difficulties between guards and prisoners in the united states navy and united states marine corps . office of naval research. the office of naval research ( onr ) is an organization within the united states department of the navy that coordinates , executes , and promotes the science and technology programs of the u.s. navy and marine corps through schools , universities , government laboratories , nonprofit organizations , and for-profit organizations . ~ the stanford prison experiment was funded by an organization.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was d𝑒tained at guantanamo bay.","omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"james earl jones. on november 9 , 2015 , jones received the voice arts icon award . ~ james earl jones is not kn𝒐wn for his voice roles.","james earl jones. on november 9 , 2015 , jones received the voice arts icon award . ~ james earl jones is not known for his voice roles.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. .~ mary of teck was a professional a.,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,2.0,5.0,1.0,5.0,2.0,4.0,2.0,REFUTED,SUPPORTED,True
"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar caps participated in politics.","gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar never participated in politics.",2.0,5.0,1.0,5.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did video have a soundtrack.","grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did not have a soundtrack.",2.0,4.0,1.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné caps to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",1.0,5.0,1.0,5.0,1.0,4.0,1.0,SUPPORTED,REFUTED,True
